公司代碼,工作代碼,工作名稱,工資待遇,工資待遇(最低),工資待遇(最高),工作性質,工作敘述,需求人數,經驗要求,學歷要求,科系要求,語文條件,語言能力,擅長工具,工作技能,其他條件,應徵人數,經度,緯度
o5x51w0,4lwfh,10R0-大數據中心 生物統計師(biostatistician),"月薪34,000~35,000元",34000,35000,生物學專業與研究/統計學研究員,"具資料庫管理與生物統計專才，協助研究設計、大型資料清理彙整與統計分析。有以下條件為佳:/1. 熟悉至少一類統計軟體 (SAS, R, STATA, SPSS等)/2. 有一年以上處理大型資料庫的經驗，例如：臨床資料庫或衛福部資科中心資料庫/3. 熟習Longitudinal data analysis與survival analysis",2人,不拘,碩士以上,數理統計相關/其他醫藥衛生相關,None,None,SAS/SPSS,,具備SAS、SPSS、R、Stata等分析軟體操作,0~5人應徵,120.6805492,24.1576494
wiedfdk,5amyj,03_大數據科學家,待遇面議,0,0,電腦系統分析師/演算法開發工程師/專案管理主管,"1. 行銷議題分析與行銷解決方案之建議，提供行銷數據分析報告
2. 數據分析、挖掘、建模、模式評估等相關工作，並進行模型評估
3. 爬蟲程式開發，並進行文字探勘
4. 與使用者及開發人員合作，定義 Report 及 Business Intelligence 需求及規格，參與資料庫架構設計並建置分析資料集，並進行教育訓練
5. 分析型資料市集設計、開發、管理維護，用資料導向概念提升行銷業務，並導入系統以加強各項資料應用
6. ETL問題追蹤管理及系統文件撰寫，結構化及非結構化資料處理與整合
7. 系統規劃與維運",1人,2年以上,大學、碩士,,None,None,,,(1) 資料庫語言 (SQL) (2) ETL 工具 (Trinity) (3) 爬網程式 (Python) (4) Data Mining (R/SAS/SPSS) (5) Data Modeling (6) 熟悉大數據架構(HDFS) (7) 統計分析專業知識 (8) 掌握各產業知識,11~30人應徵,121.5667312,25.0782073
10wkoo2w,71mow,【大數據】資料庫工程師,待遇面議,0,0,資料庫管理人員/電腦系統分析師/其他資訊專業人員,"熟悉資料庫建置與管理 (如：MySQL/PostgreSQL/SQL Server等)

",1~2人,3年以上,專科、大學、碩士,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Linux/Database Administrator/Database Management/MySQL/Oracle/Vmware/JavaScript/TCP/IP,作業系統基本操作/軟體程式設計/資料庫系統管理維護, ,0~5人應徵,121.5433783,25.0249441
cr8bru0,73h4r,數據架構管理師(大數據處),待遇面議,0,0,統計學研究員/市場調查／市場分析/其他資訊專業人員,"台灣大車隊不是傳統的計程車產業，我們不斷創新，致力讓數百萬會員與 21,000 名司機擁有更好的生活品質。面對世界級的競爭，需要優秀的你加入，用數據與科技為力量，讓台灣更進步。

【工作內容】
1.負責大數據平台架構需求設計、新技術探索。
2.擬定數據採集與整合應用規劃方案並執行。
3.實施資料治理架構及持續優化。
4.進行資料品質驗證及優化。",1人,5年以上,大學以上,,None,None,,,,0~5人應徵,121.4685302,25.045036
wifkjug,71dh1,【資訊專業】大數據工程師,待遇面議,0,0,軟體設計工程師,"1、大數據應用平台系統建置開發
2、資料模型設計、ETL 與BI視覺化分析工具開發應用
3、維持與確保應用平台系統功能正常運作
4、電信產業、物聯網等場域專案執行與應用資料之收集處理
",1人,3年以上,大學、碩士,資訊工程相關/電機電子工程相關,None,None,,,(1).孰悉企業級資料倉儲系統與架構 (如Teradata、Oracle、MSSQL等DW資料庫系統) (2).孰悉主流視覺化分析工具，如Tableau、Cognos、PowerBI等 (3).熟悉ETL相關應用工具，如SSIS、Trinity、Informatica等 (4).熟悉非結構化資料處理與應用(NoSQL DB) (5).具機器學習、深度學習演算法等資料科學領域相關應用經驗尤佳 (6).具有大數據分散式架構 (K8s)或雲服務平台管理領域經驗尤佳  ※勞安證照(乙級勞安管理員)者優先面試※,11~30人應徵,121.5645028,25.0806383
1a2x6bio5g,660xg,Big Data Solution PO 大數據應用產品經理,待遇面議,0,0,統計學研究員/營運管理師／系統整合／ERP專案師/軟體相關專案管理師,"工作內容：/-發展零售大數據相關應用，協助帶動零售業客戶成長。/-依據公司策略目標，規劃並制定短中長期產品Roadmap，並依據市場變動及客戶需求，決定資源投入與功能發布之優先順序。/-做為數據產品的PO，依Agile/Scrum方式發展產品，帶領整個數據團隊(含數據分析師，數據工程師，資料科學家，統計專家)，並為產品成敗負責。/-與其他產品團隊的產品PO協作，溝通協調，有效提供其他產品團隊數據相關的支援與資源。/-與公司其他部門協作，溝通協調，有效支援其他單位數據相關需求，加速業務發展。//91APP專注發展零售業，協助中大型零售業品牌進行數位轉型，進入新零售時代。我們協助客戶掌握全通路的全景數據，包含全通路完整交易數據，全通路會員資料，以及會員的行為資料(到訪, 瀏覽, 搜尋, 加入購物車等)， 加上流量來源數據等，透過完整的資料搜集，協助客戶了解品牌經營全貌，發展全方面的監控報表，並透過數據模型對會員進行分群，精準行銷，同時導入AI與機器學習相關技術，透過預測, 類似受眾, 推薦商品等，協助品牌從全通路的全景數據中，找到成長的動能，挖出數據金礦。",1人,不拘,大學以上,資訊管理相關/資訊工程相關/統計學相關,None,None,,,"-3年以上專案管理或產品經理相關經驗。 -3年以上網路相關產業經驗。 -1年以上大數據相關工作經驗。 -對商業分析, 商業策略有足夠的敏感度。 -良好的溝通協調能力，與團隊協作能力。 -有電商或零售相關產業經驗者佳。 -有 Agile / Scrum 經驗者佳。 -了解新零售，對91APP所發展的solution有一定認同，想投入傳統產業數位轉型浪潮的專業工作者，歡迎大家來挑戰這個職位。",0~5人應徵,121.580602,25.049962
cwxk0oo,6oz7y,資訊工程師(大數據系統工程師),"月薪37,000元以上",37000,9999999,MIS程式設計師/電腦系統分析師/其他資訊專業人員,"一、職務內容說明：/1.大數據系統平台之建置與維護  /2.EDA資訊系統維運與改善 /3.Oracle 資料庫管理與優化/4.資料庫維護與異常排除/5.資訊系統建置及開發，並能對系統安全性以及架構規劃提供建議 //二、條件需求：/1.大學、研究所資管/資工相關系所畢業/2.對系統建置管理與維護有興趣者，熟 Unix, Linux, Microsoft 作業系統及指令操作/3.具備大數據平台(Hadoop HDFS / Apache Spark )建置管理維護與整合相關經驗者優先/4.具備Kafka, HBase, Pentaho ETL Tool相關經驗者優先/5.具備Oracle或其他關聯式資料庫建置管理、備份維護等相關經驗者佳/6.熟悉Python/Java/Scala程式語言者佳/7.具資訊專案開發及半導體相關經驗者佳",1人,不拘,大學、碩士,統計學相關/資訊工程相關/工業工程相關,None,None,,,※具經驗者，薪資依相關學/經歷、證照核薪。,6~10人應徵,121.0171589,24.769277
cwxk0oo,6z6dq,資訊工程師(大數據程式開發),"月薪37,000元以上",37000,9999999,MIS程式設計師/電腦系統分析師/其他資訊專業人員,1.大學或研究所資訊相關系所畢業/2.具備 Visual Studio/Python/R/Spark 程式設計實務經驗優先/3.具備 Oracle DB/SQL/PostgreSQL 使用經驗者佳/4.熟悉資訊專案開發、有半導體經驗、熟悉 EDA / FDC 系統佳,1人,不拘,大學、碩士,統計學相關/資訊工程相關/工業工程相關,None,None,,,※具經驗者，薪資依相關學/經歷、證照核薪。,11~30人應徵,121.0171589,24.769277
169tvn88,6zkvc,「生醫大數據資料分析」研究助理,"月薪32,000元以上",32000,9999999,研究助理/統計學研究員/應用科學研究員,"工作內容：
處理及分析生醫大數據，如基因體、環境空污及健保資料庫資料，例如探討基因與空污(PM2.5)對疾病的影響，串接健保資料庫及環境資料探討環境對疾病發生率的影響。

本研究室提供內部及外部教育訓練機會，如國家高速網路中心提供的機器學習法類神經網路在大數據的應用。關於本研究室的研究方向及成員可參考: http://rclab.nhri.org.tw

應徵條件：
1. 統計或資訊相關系所大學以上學歷
2. 對生醫大數據研究有興趣
3. 熟悉R或Python

工作待遇：
學士32000以上，碩士37000以上
",1人,不拘,大學以上,,None,None,,,,6~10人應徵,120.9139645,24.7049997
wifkjug,6te4b,【資訊專業】大數據資料管理師,待遇面議,0,0,軟體設計工程師/統計學研究員/其他專案管理師,1、根據專案需求進行大數據分析工作，包括業務數據分析、通路分析、指標分析、産品分析、目標客戶分析、營銷活動評估等。/2、提供專案業務相關諮詢項目之數據處理及業務分析/3、運用數據挖掘/統計學習的理論和方法，深入挖掘和分析用戶行爲、業務數據，即時發現數據中潜在問題/商機，並出具數據分析/數據挖掘報告。 /4、參與各項專案業務訪談，瞭解與分析公司營運業務痛點問題，並提出完整的分析方案/5、獨立完成分析體系和方法的研究和報告撰寫工作/6、與團隊內部以及需求部門進行有效跨部門溝通，跟進專案進度以及解决相關問題。,1人,3年以上,大學、碩士,統計學相關/資訊工程相關/數理統計相關,None,None,Python/R/SPSS,,1、需3年以上數據處理和數據分析經驗，具專案數據諮詢、行業經營分析等資訊服務提供經驗，熟悉製造、醫療、農業等領域者優先考慮 2、熟悉SQL數據處理、挖掘，數據資料庫操作，具有數據建模經驗者優先考慮(需有案例證明) 3、熟悉使用SPSS、SAS、R、Python等主流數據挖掘工具者優先考慮         ※勞安證照(乙級勞安管理員)者優先面試※,11~30人應徵,121.5645028,25.0806383
cr8bru0,6ztw9,數據ETL工程師(大數據處),"月薪30,000~50,000元",30000,50000,統計學研究員/市場調查／市場分析/其他資訊專業人員,台灣大車隊不是傳統的計程車產業，我們不斷創新，致力讓數百萬會員與21000名司機擁有更好的生活品質。面對世界級的競爭，需要優秀的你加入，用數據與科技為力量，讓台灣更進步。//【工作內容】/1.雲端的資料倉儲系統規劃、設計與監控管理。/2.數據資料的蒐集、清洗、儲存、資料庫設計(ETL流程設計及客製化程式開發)。/3.熟悉任一種資料庫之SQL語法執行及ETL工具。/4.負責撰寫及開發集團跨公司資料整合SQL程式。/5.第三方外部資料介接。/6.ETL問題追蹤管理及系統文件撰寫。,1人,2年以上,大學以上,,None,None,Java/Python/MS SQL/Tableau,,使用過 GCP、Tableau 優,0~5人應徵,121.4685302,25.045036
1a2x6bkzzz,6xrlh,大數據分析工程師（Big Data Analysis engineer）,"月薪50,000元以上",50000,9999999,演算法開發工程師/軟體設計工程師,1. 數據資料前處理（包含數據清洗、特徵工程、數據相關性分析）/2. 資料可視化處理/3. 演算法開發/4. 機器學習、深度學習或其他相關演算法開發/5. 參與專案與系統架構流程規劃/6. 協同前端、後端工程師進行系統整合/7. 配合專案，不定期短期出差大陸,1~2人,3年以上,碩士以上,數學及電算機科學學科類/工程學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Python/LabVIEW/JDBC/MS SQL/MySQL/Oracle/PostgreSQL/hadoop/AWS/Tableau/Power BI​/Hive/SAN/NAS/Teradata/TIBCO,系統整合分析/軟體工程系統開發/問題追蹤處理(Bug tracking)/軟體整合測試/結構化程式設計/資料庫程式設計,必備條件：  必備條件：  1.	熟悉數值分析理論與實作 2.	熟悉多變量分析方法與實作 3.	熟悉單變量SPC、多變量SPC技術 4.	熟悉機器學習及深度學習理論，並具備實作技術 5.	熟悉Python及下列一種語言：C、C++、C# 6.	熟悉numpy、pandas、SKLearn或其他數據處理及機器學習套件 7.	熟悉下列任一種深度學習框架：Keras、Tensorflow、pytorch、caffe 8.	熟悉matplotlib或其他資料可視化套件 9.     軟體程式設計、Machine Learning、Deep Learning 10.     具UI開發能力尤佳,11~30人應徵,121.3247835,24.9982328
1a2x6blcxx,72kkc,大數據資料庫分析師,"月薪35,000~50,000元",35000,50000,資料庫管理人員/統計精算人員/電腦系統分析師,"1.配合數據分析系統之主資料庫架構，以T-SQL/SSIS/Stored Procedure匯整各系統資料庫資料。
2.執行資料匯整的擷取,導入,及轉化(ETL)等資料處理及資料清理工作
3.配合業主提供相關業務資料
4.做中學成為支援大數據業務之資料工程師

需求條件：
1.MS SQL Server資料庫開發經驗1年以上。
2.專精 T-SQL 語法及Stored Procedure開發技術
3.熟悉資料庫系統規劃、設計、構建、還原、升級、備份管理經驗。
4.熟悉 SQL Server Integration Services(SSIS) 開發及SQL Server Agent排程管理經驗。
5.具系統和資料庫監控及優化經驗，包括網絡連接、系統狀態、SQL語法調整。

【加分條件】
1.具規劃高可用性的主資料庫架構經驗優先。
2.資料庫管理工具，.NET程式編寫。
3.熟悉 Tableau 數據圖表製作者尤佳。",1人,不拘,大學、碩士,,None,None,C#/MS SQL/Tableau,資料庫系統管理維護/資料庫程式設計,,0~5人應徵,121.5132,25.032068
13u3sbvs,69zh1,【 2020軟體技術人才招募】大數據工程師,待遇面議,0,0,資料庫管理人員/軟體設計工程師/電腦系統分析師,"【２年以上軟體相關經驗者，歡迎投遞！】資格不符者，恕不另行通知，謝謝!/緯創軟體是台灣唯一專注於全球交付的資訊服務上櫃公司。因應業績不斷成長，需要大量人才加入國際軟體開發團隊。/● 主要專案有：(1)銀行/保險/證券業系統開發、(2) 半導體/面板/電子產業相關系統開發、(3)通訊業系統開發、(4) 資安系統開發、(5)其他新技術應用開發, 如Machine Learning, Big Data…等。/● 歡迎有任一產業經驗的軟體工程師與程式設計師加入我們。資深者佳。/● 因專案眾多，將根據您產業經驗、技術程度、專長類別、與期待工作地點，於面試時詳談工作內容與機會。//1.因應客戶需求做大數據蒐集、分析與開發/2.將資料視覺化, 程式設計, 工商業邏輯分析判讀./3.依據分析結果提出優化給善方案./4.主要技術: Hadoop/R/Python.",10~15人,2年以上,專科以上,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Java/ETL/MS SQL,,,11~30人應徵,121.6480753,25.0619454
1a2x6bl5rb,747ym,大數據開發工程師,"月薪200,000~300,000元",200000,300000,Internet程式設計師/軟體設計工程師/電玩程式設計師,"1.負責公司大資料相關系統運維，包含資料的收集、存取及存儲；
2.參與公司大資料產品的架構設計，依照業務需求持續對 Hadoop/Spark 等集群進行優化；
3.負責大資料產品核心功能的實現，從事資料ETL相關程式的開發工作。
",1~2人,不拘,碩士以上,,None,None,Linux/Python/hadoop,系統整合分析/網路程式設計/資料庫系統管理維護/資料庫程式設計/資料庫軟體應用,"1.碩士以上，電腦、數學相關專業畢業； 2.三年以上技術開發經驗，兩年以上 Linux 系統管理經驗； 3.瞭解 Hadoop ecosystem 並具有相關開發或使用經驗，如：Spark, Hive, ETL pipeline 等； 4.熟練使用ETL工具（如：Sqoop, Spark, Flink等）進行資料抽取、清洗、轉換等操作； 5.瞭解分散式系統的基本原理，具有 NoSQL 分散式存儲、計算平臺（Hadoop, Spark 等）的開發和管理經驗（如：系統維運、調優等）； 6.熟悉ELK的使用並有實踐經驗，有Grafana實踐經驗者尤佳。  ",0~5人應徵,121.774017,12.879721
cr8bru0,6v2kz,大數據發展事業處-(資深)數據分析師,待遇面議,0,0,統計學研究員/市場調查／市場分析/其他資訊專業人員,"台灣大車隊不是傳統的計程車產業，我們不斷創新，致力讓數百萬會員與 21,000 名司機擁有更好的生活品質。面對世界級的競爭，需要優秀的你加入，用數據與科技為力量，讓台灣更進步。//【工作內容】/1. 協助各單位分析資料撈取。/2. 分析乘客，司機與其他使用者行為，優化現有流程或找出新的商機。/3. 建立會員標籤模型與數據庫串接。/4. 與各業務單位合作，協助專案所需之資料處理與研究。/5. 資料視覺化呈現，幫助各部門了解數據意義，進而應用。/",1人,3年以上,大學以上,,None,None,MS SQL/Excel,,1.	從事資料分析相關工作經驗3年以上，希望有顧客分群、處理GPS資料、或其他數據建模的實務經驗。 2.	熟悉SQL與Excel是必要條件，非常歡迎熟悉Tableau 、R、Python，或其他分析工具的高手。 3.	數理統計相關科系佳。 4.	具有好奇心和細心，喜歡從混亂的資料中找出規則的過程，熱愛用數據作為分析與解決問題的工具，會因為從數據中發現新的lnsight而雀躍不己。 5.	能獨立作業、主動發現問題、主動解決問題。 6.	具表達及溝通能力，能理解業務單位商業需求，並能將分析結果清楚呈現。 7.	數字及邏輯概念清楚，熟悉簡報制式及數字分析。 8.	需具備會員經營相關經驗，知道如何向會員溝通。 ,6~10人應徵,121.4686,25.045475
1a2x6bj312,5qcze,人工智慧及大數據工程師,"月薪40,000~80,000元",40000,80000,電信／通訊系統工程師/軟體設計工程師/網路管理工程師,1.負責人工智慧軟體之分析、設計以及程式撰寫。以大數據分析醫療成果。/2.規劃執行人工智慧軟體架構及模組之設計，並控管軟體設計進度。/3.進行人工智慧軟體之測試與修改。/4.規劃、執行與維護量產的產品。/5.協助研發軟體新技術與新工具。,1人,不拘,不拘,,None,None,,,,0~5人應徵,121.5679254,25.0412618
