公司代碼,工作代碼,工作名稱,工資待遇,工資待遇(最低),工資待遇(最高),工作性質,工作敘述,需求人數,經驗要求,學歷要求,科系要求,語文條件,語言能力,擅長工具,工作技能,其他條件,應徵人數,經度,緯度
1a2x6bkxbx,6o3jc,中醫診所助理秘書,"月薪24,000~35,000元",24000,35000,行政人員/行政助理/診所助理,1. 診所相關行政工作，簡易文書資料處理及歸檔作業/2. 協助醫師執行行政事務/3. 負責管理其他總務、人事行政之事情/4. 整理藥材、清點庫存、進貨庫存整備/5. 臨時性之物品採購，其他非技術性之事務/6. 院所關活動企劃規劃及執行其他主管交辦事項/,1~2人,不拘,專科、大學,,None,None,Excel/OneNote/PowerPoint/Word/Adobe Photoshop/Illustrator,行政事務處理/電話接聽與人員接待事項/文件或資料輸入建檔處理,1. 耐心細心、認真負責 2. 有中醫診所經驗者佳 3. 具基本電腦操作能力，配合度高，能長期穩定者佳。 ,11~30人應徵,121.5534051,25.0481969
k18g7gw,2km7z,掛號批價-事務員,"月薪27,500~32,000元",27500,32000,資料輸入人員,1.執行各項批價、收費、退費、排程檢查、身份變更。/2.執行各類診斷證明書申請審核及用印。/3.執行醫師門診時段停診或異動時病患之通知。,不限,1年以上,專科以上,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,,1.相關醫管性質工作一年或第一線服務性質工作一年。 2.個性積極主動、親切、細心負責、具服務熱誠 3.中文輸入檢定30字/min，英文輸入60字/min 4.**需配合輪三班：白班、小夜班、大夜班、兩頭班**,11~30人應徵,121.312003,24.9823171
co7roh4,72r1n,助理管理師(台中S),"月薪26,000~32,000元",26000,32000,行政助理/文件管理師/行政人員,"1. ERP Key In作業
2. 一般文書資料處理、歸檔
3. 其他主管交辦事項",1人,不拘,高中以下、高中、專科、大學,,None,None,Excel/Outlook/PowerPoint/Word/鼎新,文件收發與檔案管理/行政事務處理/報表彙整與管理/電話接聽與人員接待事項/文件或資料輸入建檔處理/文件檔案資料處理、轉換及整合工作,,11~30人應徵,120.6113194,24.2763508
1a2x6bjw8z,6cs3w,APP系統工程師,"月薪30,000~50,000元",30000,50000,軟體設計工程師/Internet程式設計師/通訊軟體工程師,工作內容：/1.	APP應用程式設計、開發、測試、優化與維護。/2.	撰寫API與串接外部API資料。/3.	研究APP相關技術，並學習新的skills/framework/library。/4.	視覺介面與功能元件的佈局、開發、優化系統效能等。 /5.	研發創新應用技術與功能。/6.	以團隊分工或獨立的工作模式處理每一個專案。//工作條件：/1.	豐富的APP應用程式開發經驗。/2.	APP應用程式開發的程式語言。/3.	曾上架過原創的APP應用程式。/4.	精通開發APP應用程式的推播、REST與JSON等功能。/5.	擁有third-party libraries與Web API的開發經驗。//薪水30000起，依能力與實務經驗敘薪。,1~2人,2年以上,專科、大學、碩士,,None,None,C#/Java/Visual C#/Objective-C/SWIFT/MS SQL/MySQL/ODBC,軟體程式設計/網路程式設計/資料庫程式設計,,0~5人應徵,120.662343,24.1826109
13mzv8l4,6l648,展示說明,"月薪30,000~45,000元",30000,45000,產品行銷人員/活動企劃人員,個性喜歡與人溝通，工作細心負責、親切和藹、口條清晰、表達流利、健康樂觀，能夠拜訪客戶並展示及說明公司咖啡機的優點與使用方法。/擅長使用電腦搜尋資料，具獨立開發能力。,1~2人,3年以上,專科以上,,None,None,PowerPoint,行銷策略擬定/顧客關係管理,活潑、耐性、擅長說明、口條清晰、有邏輯、健康。 擅長使用電腦搜尋資料，具獨立開發能力。,6~10人應徵,121.5483089,25.0417523
lcp1uow,6y593,資訊專員(新北市蘆洲區),"月薪35,000~50,000元",35000,50000,MIS程式設計師/系統維護／操作人員/軟體設計工程師,1.Web網頁系統規劃、開發/2.Android APP 系統規劃、程式開發/3.資料庫指令及程式開發/4.資訊系統維運/5.主管交辦事項,1人,1年以上,大學、碩士,資訊工程相關/資訊管理相關,None,None,Java/JSP/Oracle/HTML/JavaScript/CSS,,1.Java 程式開發至少1年以上 2.熟悉Java/JSP 程序語言 3.熟悉HTML/Javascript/JQuery/CSS/RWD 網頁設計 4.熟悉Oracle 資料庫軟體程式開發,0~5人應徵,121.471853,25.0746502
1a2x6bkpcm,6g0ga,後端工程師 (Back End Engineer),待遇面議,0,0,軟體設計工程師/Internet程式設計師,"【我們在尋找的人才】/ 0-5年開發經驗，具備資訊工程(Computer Science and Engineering)相關學經歷/- 對後端工程極有興趣者/- 熟悉 C/C++, Java, C#, GoLang, Scala 或 Python 語言/- 熟悉 管理開發流程 (如 Git)/- 有一定的英文水平能看懂網上的資料 (如 Stack Overflow)//加分條件:/- 熟悉資料庫 (SQL/NoSQL/Graph)/- 據有Golang 使用經驗/- 熟悉 HTML & CSS 語言/- 熟悉 Javascript，熟悉至少一個框架 (如 React.js, Angular.js, Vue.js)/- 據有HTML5 使用經驗/- 據有Mobile Frameworks (iOS/Android) 開發經驗/- 對區塊鏈有基本知識及概念",1~4人,不拘,大學以上,電機電子工程相關/資訊工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Android/iOS/C/C++/Java/Python/Visual C#/MS SQL,軟體程式設計/結構化程式設計/模組化系統設計/資料庫程式設計,【個人特質】 - 願意與他人協同合作共同討論設計方向及問題，並有獨立開發能力 - 心態開放、善於溝通、勇於嘗試新的技術不斷追求進步 - 善解人意、有責任感、願意學習更多知識是必要條件,11~30人應徵,121.518673,25.052873
21cvezk,6i65c,日文國外業務助理,待遇面議,0,0,國外業務人員/業務助理,1.輸入、處理並追蹤客戶訂單，並將訂單資料存檔備份。/2.保持與客戶間之聯繫，回覆e-mail，並確認交貨期。/3.提供出貨文件，協助業務人員控管出貨，並處理進出口事宜。/4.協助商展、企劃，行銷活動前置文書作業。/5.執行供應鏈聯繫、客戶訂單報價確認、訂單輸入及訂單彙整作業。/6.協助主管執行相關專案。,1~2人,3年以上,專科、大學、碩士,,日文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel,熟悉進出口業務/國際貿易基本概念/客戶資料更新維護,**具國貿作業經驗佳** **需具備電腦文書處理能力 (Office熟悉)** **需具備Excel函數處理能力 ** ,11~30人應徵,121.5585463,25.0328847
1a2x6bjzoi,72xe8,售服經理,待遇面議,0,0,客戶服務主管/產品售後技術服務,"1  負責公司售後服務體系及團隊建立,規劃後續各國售後服務體系/政策以及具體執行作為

2  售服零件販賣體系建置/規劃與管理

3  售服零件供應商管理

4  客戶抱怨之問題妥善處理及品質專案推動執行

5  主導內部稽核活動及外部認證/監督/管理TQM執行成效

6  內外銷服務資料編輯製作與管理

7  服務教育訓練規劃與執行( 技術教育/零件販賣)

8  主管交辦事項執行

9  可配合公司國內外出差任務需求",1~3人,5年以上,大學以上,,英文,聽 /精通、說 /精通、讀 /中等、寫 /中等,Word/Excel/中文打字50~75/英文打字20~50,客訴案件處理/客戶資料更新維護/客戶情報蒐集,1  大學以上/科系要求不拘  2  工作經驗5年以上/具汽機車產業背景者佳  3  需有售服主管經驗2年以上  4  具備英文溝通能力及較佳之讀寫能力  5  熟練使用Microsoft Excel/ Powerpoint / Word 等軟體,0~5人應徵,121.6270534,25.0562277
1a2x6bkcrr,6vrur,Porsche 尚騰台南-總務專員,"月薪28,000~35,000元",28000,35000,總務人員/行政人員/採購人員,1.負責一般文書資料處理工作。/2.維護、更新、管理各類文件檔案/3.庶務性請採購事宜。/4.負責費用預估、控管及報表製作。/5.工作態度積極、具溝通協調及配合業務進度,1人,3年以上,不拘,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Excel/Internet Explorer/Outlook,文件收發與檔案管理/文書處理╱排版能力/行政事務處理/電話接聽與人員接待事項/文件或資料輸入建檔處理/文件檔案資料處理、轉換及整合工作,,30人以上應徵,120.2079953,23.008515
17jtsu2o,6oxuv,海外會務行政人員(工作地點：花蓮),"月薪28,000~30,000元",28000,30000,行政助理,"1.海外會務行政業務工作，彙整海外會務統計資料
2.辦理海外志工營隊活動
3.管理賑災物資研發專案
4.海外賑災、國際急難與賑災執行與關懷等",1人,不拘,大學以上,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Excel/PowerPoint/Word,,具組織協調、資料蒐集及分析、公文書寫，認同慈濟精神理念，願意陪伴志工並參與各項活動。,0~5人應徵,121.6043742,24.0327075
7p2fkyw,603c1,系統工程師,"月薪32,000~38,000元",32000,38000,系統維護／操作人員/其他資訊專業人員/資訊助理人員,"

1、主機維運：主機運作、資料庫維護
2、產品維護：系統操作與測試、弱點掃描、版本更新與備份
3、駐點服務：現場故障排除、環境安裝與調整
4、外勤維護：系統與環境檢測、備援處理
5、文件製作：操作手冊撰寫
6、有熱誠、有耐性、主動幫客戶處理疑問



",1~2人,不拘,大學,資訊工程相關/資訊管理相關/電機電子工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux/Windows 2000/Windows Server 2008/Windows Server 2012/MS SQL,作業系統基本操作/伺服器網站管理維護/資料備份與復原,1.可配合團體任務分配及個人任務獨立執行。 2.有資訊相關證照者尤佳。 ,0~5人應徵,121.513701,25.0422554
oooiwi0,5qey0,ASP.NET系統工程師,待遇面議,0,0,Internet程式設計師/軟體設計工程師,"我們對你的期待：/1. 具 ASP.Net C# 開發經驗/2. 具 SQL Server 資料庫開發經驗/3. 懂 HTML, Javascript, JQuery, Ajax/4. 具有網站開發經驗1年以上/5. 良好的溝通與傾聽能力/6. 對程式開發及軟體工程具有熱情，願意嘗試新技術及架構/7. 熟悉git版本管理系統//加分題：/1. 熟悉 ASP.MVC、WEB API/2. 第三方程式串接經驗/3. 熟悉單元測試/4. 會串接Facebook ,IG ,Line 等熱門社群平台SDK/5. 有信心可獨立完成專案",1~2人,1年以上,專科、大學、碩士,,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,AJAX/ASP.NET/C#/MS SQL/jQuery,網路程式設計/資料庫程式設計,,0~5人應徵,121.5709858,25.028196
1a2x6bj1ao,740cd,工廠行政助理(中和區)/薪資24000元~26000元(外加全勤獎金2000元),"月薪24,000~26,000元",24000,26000,生管助理/資料輸入人員/廠務助理,"1.開立客戶工單作業。
2.協助進出貨管理。
3.須熟word、excel。
4.協助處理庶務性行政工作。
5.協力商聯繫，進度追蹤。
6.主管交辦事項。",2~3人,不拘,高中、專科、大學,,None,None,Excel/Word,文書處理軟體操作/電子試算表軟體操作/開立工單及生產交期管理,,11~30人應徵,121.486954,24.9980143
76sfnje,6t86t,國家太空中心-數位硬體工程師工程人員,待遇面議,0,0,硬體研發工程師,衛星遙測影像資料記錄器研發,1人,不拘,碩士以上,電機電子工程相關/資訊工程相關/其他工程相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,具數位電路實作經驗，具固態硬碟產品研發經驗尤佳 國家太空中心(NSPO)執行國家太空長程發展第三期計畫，擴大招募對前瞻太空科技發展有興趣及熱忱的菁英，共同參與衛星遙測影像資料之高速高容量固態記錄器研發工作，歡迎有志投身我國太空工程技術的夥伴加入NSPO的研發行列。,0~5人應徵,120.9674798,24.8138287
yxcf9o8,74g5a,網路系統課-網管工程師A091,"月薪31,000~36,000元",31000,36000,資料庫管理人員,"1.維護廠內網路及系統之相關事務包括使用者或現場機台電腦等
2.網路維護與監控
3.資訊安全維護與監控
4.參與資訊系統導入硬體設備規劃",1人,不拘,大學以上,數學及電算機科學學科類,None,None,,,具資訊系統規劃與整合能力者佳,0~5人應徵,120.3037484,22.7210165
grvyivs,73zv3,N05.研發行政人員(南投廠),"月薪30,000元以上",30000,9999999,行政助理/行政人員,"1.協助CSR作業(資料蒐集、數據彙整、文稿校正)。
2.協助KPI作業(資料蒐集、數據彙整)。
3.一般行政事務性工作。
4.執行主管交付工作。",1人,不拘,大學、碩士,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,文書處理╱排版能力/行政事務處理/報表彙整與管理/文件檔案資料處理、轉換及整合工作,1.有耐心、做事細心，善於與人溝通。 2.需具備中等以上的英文能力。 3.能配合研發部門行政作業。,11~30人應徵,120.6608643,23.9304116
ckqydzk,5ez48,(新竹)採購助理管理師,"月薪25,000~35,000元",25000,35000,採購人員/採購助理/業務助理,1.協助採購下單相關作業。/2.採購單維護與系統資料維護。/3.進口報關作業、進料資料彙整。/4.定期請款作業、新供應商建立、合約建檔作業。,1人,1年以上,專科、大學,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,AutoCAD/SAP/鼎新,市場供應資訊蒐集評估分析/供應商評鑑與開發/供應商資料管理維護/商品採購作業,1.具業務助理、採購助理經驗尤佳。 2.具電子、機構、包材、相關經驗者尤佳。  ,30人以上應徵,121.0212878,24.7786553
q1k5b6g,6nx4k,業務助理-外埔廠,"月薪26,000~32,000元",26000,32000,業務助理/國貿人員,1.新舊客戶詢價、報價與關係維護 /2.輸入、處理並追蹤客戶訂單，並將訂單資料存檔備份 /3.保持與客戶間之聯繫，回覆e-mail，並確認交貨期 /4.提供出貨文件，協助業務人員控管出貨，並處理進出口事宜 /5.主管交辦任務,1人,不拘,大學、碩士,商業及管理學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel/Outlook/PowerPoint/Word,熟悉進出口業務/國際貿易基本概念/客戶資料更新維護,外向大方 認真積極,11~30人應徵,120.64274169999999,24.33179246594196
q1k5b6g,6nx4k,業務助理-外埔廠,"月薪26,000~32,000元",26000,32000,業務助理/國貿人員,1.新舊客戶詢價、報價與關係維護 /2.輸入、處理並追蹤客戶訂單，並將訂單資料存檔備份 /3.保持與客戶間之聯繫，回覆e-mail，並確認交貨期 /4.提供出貨文件，協助業務人員控管出貨，並處理進出口事宜 /5.主管交辦任務,1人,不拘,大學、碩士,商業及管理學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel/Outlook/PowerPoint/Word,熟悉進出口業務/國際貿易基本概念/客戶資料更新維護,外向大方 認真積極,11~30人應徵,120.64274169999999,24.33179246594196
wbpde6o,6wfak,"系統規劃管理師(企劃部,iRent共享汽機車/停車場)","月薪28,000~45,000元",28000,45000,行銷企劃人員/產品行銷人員/產品企劃開發人員,1. 專案需求規格確認與系統分析工作/2. 系統功能邏輯分析、系統畫面與操作流程釐清、輸出入資料欄位內容與/規則確認、資料來源分析、資料表設計與其他系統資料串接交換等規格確認等/3. 協助釐清系統需求與功能相關之問題，以利開發人員專注系統開發工作/4. 撰寫測試案例，測試開發完成功能，確保開發團隊交付的系統符合需求規格與品質/,1人,1年以上,大學以上,商業及管理學科類/經濟社會及心理學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,根據個人資料保護法第8條之規定告知如下：  • (一)非公務機關名稱：和運租車股份有限公司。  • (二)蒐集之目的：人事管理。  • (三)個人資料之類別：識別類、特徵類、社會情況、教育、技術或其他專業、受僱情形。 • (四)個人資料利用之期間：自本人提供之日起至本人主動請求和運租車刪除、停止處理或利用之日止。  • (五)個人資料利用之對象：和運租車股份有限公司。  • (六)個人資料利用之地區：和運租車股份有限公司所在地。  • (七)個人資料利用之方法：網際網路、電子郵件、書面及傳真。  • (八)本人得於非假日電洽和運租車股份有限公司，進行查詢、閱覽、下載複製本、補充或更正履歷表內容或請求停止蒐集、處理、利用或刪除履歷表部分或全部內容。  • (九)本人得自由選擇提供個人資料之範圍及內容，但本人瞭解不提供將可能因和和運租車股份有限公司無法了解本人是否符合和運租車股份有限公司徵才條件而影響本人至和運租車股份有限公司之就業機會。,0~5人應徵,121.5334937,25.0658678
1a2x6blcz2,72r3v,Shopee APP - 遊戲數據分析專員 / Marketing 行銷部門,待遇面議,0,0,市場調查／市場分析/產品管理師,"【工作職務】
1. 監看每日遊戲業績及成效，依據需求進行資料分析與邏輯運算，進而找出遊戲優化方向。
2. 專案相關工作項目執行。

【職務要求】
1. 二年以上工作經驗，對休閒遊戲有興趣。
2. 邏輯清晰，擅長排列組合與機率計算。
3. 對數字敏感，具備商務分析相關經驗者優先考慮。
",1~2人,2年以上,大學以上,,None,None,Excel,市場調查企劃與執行/市場調查資料分析與報告撰寫,,30人以上應徵,121.5614467,25.0445662
1a2x6bkb7w,6wmo1,美編行政人員,"月薪25,000~30,000元",25000,30000,業務助理/行政助理/行政人員,"1、文書資料處理，熟悉辦公室基本應用軟體(office)。
2、熟悉平面繪圖軟體操作美編。
3、維護管理粉絲團發文、回覆留言。
3、客戶資料登打、維護、更新、核對。
4、主管交辦行政庶務處理。
▲須經驗、細心、負責、態度積極願多方學習，無誠勿試。
",1人,1年以上,專科、大學,,None,None,,行政事務處理/電話接聽與人員接待事項/文件或資料輸入建檔處理,,6~10人應徵,121.2995186,25.0146674
5t7gcns,71d2j,產品品質(助理)工程師,待遇面議,0,0,品管／品保工程師,"1.新產品導入(試產、技轉)
2.產品量產後monitor與資料統計分析
3,產品規格定義審查
4.品質文件撰寫與審查
5.品質系統建立與優化
6.專案執行與改善
7.異常問題追蹤改善",1~2人,2年以上,大學,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1.有新產品導入經驗者佳 2.具有品管相關證照如CQT、CQE者佳  3.熟悉QC 7 tools、PFMEA/DFMEA、FA分析手法、資料統計與分析者佳,6~10人應徵,120.9110611,24.7191373
1a2x6bj44z,64cu6,TP-LINK 台灣普聯研發有限公司 - 雲端研發工程師,待遇面議,0,0,通訊軟體工程師/軟體設計工程師,1.雲端、伺服器系統架構環境建置部署/2.雲端、伺服器產品功能測試規劃/3.資料庫軟體規劃與設計/4.前端、後端功能開發,不限,4年以上,大學、碩士,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1. 有網站建置及程式設計經驗。 2. 瞭解 HTML 、 Java Script 、 CSS 、 jQuery 、Ruby 等 Web 技術。 3. 熟悉 PHP 程式語言 及 MySQL 資料庫。,0~5人應徵,121.007316,24.7986191
1a2x6bl70j,6xime,資深JAVA程式設計師,待遇面議,0,0,軟體設計工程師/Internet程式設計師,"1.負責軟體之分析、設計以及程式撰寫。 
2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。 
3.進行軟體之測試與修改。 
4.協助研發軟體新技術與新工具。 
5.熟悉JAVA、JavaSE、JavaEE，具相關證照(OCJP、OCWCD)佳。 
6.有SQL 資料庫經驗者佳。 
7.有網路銀行設計者佳。 
8.具備解決問題的能力，能夠獨立作業，業與團隊成員相互合作，共同達成目標。 
關於公司簡介，請見寬聯資訊官方網站www.kli.com.tw。",2~4人,不拘,專科、大學,資訊工程相關/資訊管理相關,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,AJAX/Java/JSP/Spring/DHTML/HTML/JavaScript/XML/CSS,軟體工程系統開發,1.熟JAVA EE標準架構平台者。  2.熟Java Script、JAVA、XML、JSP、Ajax、Spring程式設計者。  3.熟HTML、DHTML、CSS 網頁技術者。  4.有 internet 程式設計經驗 佳。  5.具備資料處理，資料分析相關經驗佳。,0~5人應徵,121.5800251,25.062664
1a2x6bjnbv,6vxhh,網頁程式工程師(苗栗) ,"月薪31,000~38,000元",31000,38000,軟體設計工程師/Internet程式設計師/網頁設計師,"工作內容:
1. 設計、開發程式。 
2.規劃、維護、修正現有網路系統程式。 
3.資料庫設計與管理。
4. 其他主管交辦事項。

#應屆畢業生可，只要你肯學，我們都願意教。


加分條件:
1. 熟悉HTML、JavaScript、CSS、AJAX等Web相關開發技術。
2. 熟悉PHP及MySQL，了解MySQL的資料庫配置管理、性能優化等基本操作技能
3. 熟悉JQuery相關JavaScript framework
4. 有系統分析設計、資料庫規劃能力者尤佳
5. 具2年以上程式設計經驗佳
6. 具有良好的溝通能力與團隊合作




",1人,不拘,大學、碩士,資訊工程相關,None,None,AJAX/Java/PHP/MySQL/HTML/JavaScript,系統架構規劃/系統維護操作/資料庫系統管理維護/資料庫程式設計/資料庫軟體應用,,0~5人應徵,120.8183695,24.5628643
