公司代碼,工作代碼,工作名稱,工資待遇,工資待遇(最低),工資待遇(最高),工作性質,工作敘述,需求人數,經驗要求,學歷要求,科系要求,語文條件,語言能力,擅長工具,工作技能,其他條件,應徵人數,經度,緯度
b7j4cx4,6q2o4,遊戲機率企劃(PM),"月薪40,000元以上",40000,9999999,遊戲企劃人員/產品企劃開發人員,"1. 負責遊戲企劃提案及執行開發
2. 進行遊戲機率模組設計及驗證
3. 視專案需求進行跨部門溝通與協調
4. 負責遊戲數據分析
5. 需操作遊戲編輯器(Cocos Creator)",1~2人,1年以上,專科以上,數理統計相關/應用數學相關/一般數學相關,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,,,1. 熟悉Excel操作者佳  2. 具獨立思考能力者佳  3. 具備邏輯概念佳  4. 對博弈遊戲與棋牌類遊戲有興趣者尤佳,11~30人應徵,120.68302,24.1594609
amb3eog,677z4,【巧連智】系統專案管理人員,"月薪25,000~40,000元",25000,40000,資料庫管理人員,1. 專案管理與相關事務協調、委外廠商管理、文件與SOP建立/2. 使用者需求規劃、系統架構與規則之建立、系統功能驗證測試/3. 系統維運、數據管理、資料檢誤、數據分析以支援主管決策/4. 客戶資料分群運用管理以支援營業策略依據,1人,1年以上,專科、大學,數理統計相關/資訊管理相關,None,None,Excel/PowerPoint/Word,,"●善長Office軟體操作, 熟Excel樞紐分析及函數運用、具資料庫、SQL、T-SQL ●具有專案管理、數據分析技能 ●擅長資料處裡、數字統計、分析、具專案管理能力 ●有責任感、態度積極，能獨立解決問題 ●具有良好溝通協調能力 ●耐心、細心、抗壓性高     **薪資會依學經歷核薪**",6~10人應徵,121.5151541,25.0448979
1a2x6bjyr9,5df6t,PHP軟體開發工程師,"月薪40,000~65,000元",40000,65000,Internet程式設計師/軟體設計工程師,"Applicant must be a graduate of Computer Science or any related courses and must possess the following requirements:/•Experience in system development related/•At least 3 years of work experience in the field/•Work related experience in PHP/•Work related experience in HTML5, CSS3, JavaScript/•Work related experience in Code igniter or Laravel framework/•Work related experience in jQuery and Bootstrap/•Experience with version management (Git)/•Experience with database, MySQL/•Can fully understand MVC/•Must be loyal, responsible and hardworking//Addition conditions:/•Experience with database, PostgreSQL, or Oracle/•Experience with project management systems such as JIRA//應徵者須擁有資訊科學或任何相關課程學士學位，並且必須具備以下條件：/•有大型系統開發相關的工作經驗優先/•三年以上相關工作經驗/•有 PHP 相關的軟體開發工作經驗/•有 HTML5、CSS3、JavaScript 相關的工作經驗/•有Code igniter 或 Laravel framework 相關的工作經驗/•有jQuery和Bootstrap相關的工作經驗/•有版本管理經驗（Git）/•具有數據庫，MySQL的經驗/•可以完全理解MVC/•須忠於工作、負責任且勤奮//加分條件：/•具有數據庫，PostgreSQL或Oracle的經驗/•具有項目管理系統（如JIRA）的經驗/",1~5人,3年以上,大學、碩士,資訊工程相關/其他數學及電算機科學相關,英文,聽 /略懂、說 /略懂、讀 /中等、寫 /中等,,,,0~5人應徵,121.5747789,25.0359309
1a2x6bklkm,6c806,iOS軟體開發工程師,待遇面議,0,0,軟體設計工程師,"徵求條件：
- 精通 iOS 程式設計，能獨立完成模組設計和研發，至少3年 iOS 開發經驗
- 熟悉 iOS開發相關程式語言Swift、SwiftUI, Objective-C (我們主要是使用Swift開發)
- 熟悉資料結構、演算法、多執行緒處理
- 熟悉 MVP、MVVM框架
- 熟悉 RESTful API 串接, Json, UIKit, Memory管理與GCD, 對性能優化有深刻的理解
- 熱愛軟體程式設計，責任心強

加分條件：
- 有APP上架作品者優先考慮
- 有SwiftUI與Flutter相關開發經驗者優先考慮
- 有區塊練產品工作經驗者優先考慮

邀請iOS團隊其中一員的觀點大致描述一下此團隊的優缺點(工程師視角)
本職缺優點:
1. 成員都很好相處, 沒有烏煙瘴氣的氣氛
2. 成員皆為熱愛技術的人, 也樂於交流
3. 重視效率與成果, 較沒有過於僵化的表面形式與文化
4. 會議與雜事較少, 時間可以專注於開發

本職缺缺點:
1. 較快速的工作節奏
2. 較具挑戰性的工作內容
3. 團隊成員男性比例過高

由於辦公室位於101大樓, 便利的交通, 舒適的工作環境都是必然的~
免費提供的零食飲料吃到你幸福肥, 喜歡技術或想換工作的夥伴歡迎應徵。",3~4人,3年以上,大學以上,,None,None,iOS/SWIFT/Objective-C,,,11~30人應徵,121.5644722,25.0339639
1a2x6bksif,72bhm,Android開發工程師 Android Developer,待遇面議,0,0,軟體設計工程師/Internet程式設計師/通訊軟體工程師,"*負責公司Android APP開發及更新維護。

工作說明：

1. 負責專案Android APP之開發、維護及後續優化。
2. 與需求單位溝通討論，評估合理性及規劃專案時程。
3. 跨部門、跨職務合作開發上所需項目流程。
4. 其他主管交辦任務。

期望技術：

1. 具備高度開發、調整、編碼優化能力。
2. 熟多線程、SQLite數據庫與精通Android UI庫。，能暸解對象用戶設計原則。
3. 熟悉Js及react native框架。
4. 擅長複雜UI之性能優化。
5. 暸解Android下網路通信機制，對Scoket、TCP/IP、http/https及Json/XML具一定程度。",2~3人,3年以上,大學、碩士,資訊工程相關/商業及管理學科類,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Android/Java/JavaScript/HTTP/TCP/IP,系統架構規劃/系統維護操作/系統整合分析/軟體工程系統開發/軟體品質與保證/軟體程式設計/網路程式設計,1. 3年以上Android APP開發經驗。 2. 曾有金融軟體開發經驗或熟悉區塊鏈技術佳。 3. 技術文檔編寫能力，能獨立編寫專業之軟體設計及開發文檔。 4. 具上架經驗（專案/獨立上架），明白流程及可能產生的問題與處理。 5. 良好的溝通，能互相支援、成長與團隊導向。,0~5人應徵,121.5790844,25.0492674
1a2x6bkpc9,74160,AmazingTalker 行政專員 / 營運長特助  | Executive Assistant / Administrative Assistant,"月薪30,000~40,000元",30000,40000,主管特別助理/行政助理/行政人員,"【 只處理透過以下連結申請的應徵者： https://amazingtalker.breezy.hr/p/e25c608e362b 】

About Us
AmazingTalker 致力建立一個全面的線上學習平台，讓任何人都可以找到合適的家教，在線上學習任何語言和知識。自2016年12月創辦以來，我們在60多個國家和地區，累積超過200,000名註冊用戶。在 2020 年 4 月，更被「親子天下」入選為【教育新創20+】，成為全台最具創新力道的20家教育新創之一。我們目標是成為全球性的新創，讓世界看見台灣。

我們正在招募一位「營運長特助」，負責 AmazingTalker 的行政管理事務，協助營運部們做更有效率的帳務、庶務與人事管理，你將有機會參與優化目前的帳務流程、行政法規等大大小小的行政工作。

About The Team
詳細職缺內容請參考以下連結：
https://amazingtalker.breezy.hr/p/e25c608e362b 


About the Role
作為「營運長特助」，您將會是營運團隊的重要成員，在財務會計方面，您將與專業的財務顧問合作，針對出入帳、應收帳款、合約管理等建立公司的財務報表制度；行政方面，您會協助優化整個公司的行政流程，增加效率，推進AmazingTalker團隊的成長。

「營運長特助」能夠接觸到公司的所有部門及營運流程，我們將給予這個職位極大的成長空間，讓他們能夠從細小的任務處理到大型的國際性專案，並能夠參與整間企業的成長歷程。

如果您有強烈的企圖心在尋找能夠發揮能力的舞台，並渴望親身見證企業的發展，深信加入 AmazingTalker 是能夠達成您的目標的理想地方，歡迎加入我們！

想了解更多 AmazingTalker 的團隊文化？看看我們對伙伴個人特質的要求。


Responsibilities
協助公司內外帳每月財務資料建檔歸檔事宜
協助人資行政等相關支援作業
審核出勤及計薪作業，加退保作業與管理
協助合約管理
協助整理財務、稅務相關憑證及資料核對
協助處理、優化庶務性行政工作

公司福利
‌假期福利

週休二日
每年享有15天的特休假，未來每年多一天・遇國定假日連休不補班
女性同仁每月生理假 1 天
彈性上下班時間
‌
休閒福利
健身設備隨時使用
餅乾泡麵暢吃，飲料免費暢飲
超多站桌、沙發、懶骨頭隨時放鬆
有一隻公司貓『啤啤』偶爾會撒嬌
週一 - 週五提供免費晚餐
年度公司旅行
‌
地點
距離捷運『新北產業園區站』走路 1 分鐘路程
台灣以外國家或地區，可在香港辦公室或遠端工作

學習福利
AmazingTalker線上課程津貼
‌
薪資
了解完整職缺內容及應徵請至：
https://amazingtalker.breezy.hr/p/e25c608e362b 
  
   
",1人,不拘,大學,,None,None,,,We're looking for: 熟悉各個文書軟體（Word/Excel/PowerPoint） 良好的英文能力 有強烈的學習動機，展現強烈的執行力，渴望為長期目標發揮影響力 良好的時間管理能力，能夠同時執行多項任務，並確立優先順序，有需要時能迅速調整 具備良好的溝通能力、能夠清晰表達自己的想法  加分項目 具備會計相關知識背景者 熟悉勞工保險相關法規者,11~30人應徵,121.45942,25.060022
db3fpgw,3lzsw,專案副理(Deputy Account Manager),"月薪30,000~38,000元",30000,38000,行銷企劃人員/活動企劃人員/傳播媒體企劃人員,1. 共同擬訂年度公關策略、企劃提案發想及撰寫。/2. 新聞稿採訪及撰寫。/3. 專案執行、預算控管、結案報告撰寫。/4. 合作廠商協調溝通。 /5. 媒體溝通與連繫。//｛亞典金句｝我們所經歷的一切，都會成為信心的基石。-美國奇異電子前總裁《傑克威爾許》//進一步認識亞典，歡迎至我們的網站 /醫療/醫藥行銷顧問第一品牌 www.edenfront.com.tw,1~2人,2年以上,專科、大學,新聞學相關/醫藥衛生學科類/大眾傳播學相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel/Outlook/PowerPoint/Word/Adobe Photoshop/PhotoImpact,行銷製作物規劃與執行/行銷宣傳預算編製與控管/公關活動規劃與執行/公關新聞稿撰寫與報導/活動主持與場控,1. 具一年以上公關經驗，並熟悉公關顧問公司運作流程。 2. 精通中英文聽說讀寫。 3. 專精office電腦文書處理能力。  ,11~30人應徵,121.523986,25.025291
1a2x6bik9o,6jzjz,（國內）軟體業務專員,"月薪36,000~100,000元",36000,100000,產品行銷人員/產品企劃開發人員/國內業務人員,• 負責GMP製程電子化軟體產品業務，包括: eQMS(電子化品質管理系統)、LIMS(實驗室資訊管理系統)、EBR(電子化批次記錄系統)/• 樂於溝通與接受挑戰、邏輯清楚、善於解決問題、高度團隊精神。指揮、協調及協助各項商品的專案導入計畫，技術服務部提供客戶諮詢、維護及教育工作。/• 業務推展與參展，傳達及說明公司各項業務重大訊息、活動及產品。,1~2人,1年以上,大學、碩士,資訊管理相關/市場行銷相關/生物學相關,英文,聽 /中等、說 /中等、讀 /精通、寫 /中等,Excel/Internet Explorer/Outlook/PowerPoint/Publisher/Word/Xmind,,樂於溝通與接受挑戰、邏輯清楚、善於解決問題、高度團隊精神。 需檢附近照相片 熟電腦、GMP產業、品質管理背景優先考慮 。 若有TOEIC、技能相關證照請提供。 參考網址：www.hygene.com.tw,0~5人應徵,121.5400103,24.9847494
1a2x6bjlry,74fi3,內容策劃/內容行銷經理,"月薪50,000~80,000元",50000,80000,行銷企劃主管/品牌宣傳及媒體公關人員／主管/網站行銷企劃,"*擁有流行雜誌編輯、內容電商、相關媒體文字工作者…等相關工作經驗

1.用行銷觀點規劃運營電商流行時尚雜誌與各社群平台
2.統籌各類影音拍攝的內容主題規劃與進行等。
3.透過內容策畫與營銷性話題經營帶來流量，挑戰將流量變現
4.進行網路行銷及服務的成效追蹤與數據分析。
5.媒體關係維繫/新聞稿撰寫/公關活動
6.新型態合作案開發規劃/異業合作開發洽談


必備條件
－高EQ能力 : 幽默擅長溝通與自我管理，面對挫折不氣餒。
－充滿創意與想像力：相互激發創意，喜歡和團隊分享。
－強大數據分析能力 : 以各種數據與消費者分析為基礎，優化平台。

加分條件：
1. 打造過成功的自媒體平台的傳播案例、爆款話題。
2. 擅長整合資源，有策劃執行過中大型線上活動。

*無經驗者,請勿投遞
*有時需加班
*本公司提供的待遇、福利佳
*本公司有良好的升遷管道",1人,5年以上,大學以上,,None,None,Excel/PowerPoint/Word,品牌行銷管理/異業合作規劃與執行/網站企劃能力/網路活動規劃與執行/行銷策略擬定/社群媒體經營管理,需具細心、負責任、執行力,11~30人應徵,121.4600655,25.0491969
b6ctt6w,74c8z,東森寵物-行銷企劃副主管(副理級),"月薪50,000元以上",50000,9999999,行銷企劃主管/行銷企劃人員/活動企劃人員,"東森寵物目前為台灣大寵物實體連鎖通路!
https://www.etipets.com/
https://shopping.etipets.com/

目前直營店數100家以上，此職位需具備50家以上 零售實體店之行銷企劃五年以上相關經驗!

1.負責執行與整合線上線下活動規劃、成效追蹤、分析及提出優化建議。
2.會員之經營及廣告規劃(line生活圈、fb粉絲團...及其他社群平台)與消費行為分析。 
3.每月全省門市主題行銷活動檔期規劃，包含主題活動，商品活動…等。
4.新展店專案企劃與執行、DM、廣告規畫...等。 
5.需具備路邊店門市，相關行銷企劃經驗五年以上經驗者。
6.熱愛動物，有飼養寵物者佳!

",1人,5年以上,專科以上,,None,None,,,,30人以上應徵,121.4657879,25.0423891
1a2x6bjjhc,5944x,數據分析師,"月薪35,000~50,000元",35000,50000,行銷企劃人員/市場調查／市場分析,茫茫網海中，誰是KOL關鍵領袖，引領著話題風向？/FB數據中，哪個分眾才是主要品牌的目標族群？需要加強互動？/有一種人具有這樣的洞察力/他就是數據分析師//如果你喜歡行銷、經營策略研究/常常上網瞭解時事/覺得把數字變成各種數據圖表是有趣的/也自認很有邏輯/那你一定就是我們要找的人//工作內容：/數據探勘/數據研究報告撰寫/數據資料庫維運/應用大數據分析系統做消費者行為分析/將資料視覺化,1人,不拘,大學以上,市場行銷相關/資訊管理相關/數理統計相關,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,,市場調查企劃與執行/市場調查資料分析與報告撰寫/統計軟體操作/調查樣本統計分析,有一年以上工作經驗 具備資料庫分析經驗 擁有不同數據類型的分析經驗 瞭解並喜歡研究網路行銷、社群操作 對機器學習和統計數據分析有興趣 願意團隊合作，能溝通協調 對數據資料有敏感度且有熱情 能閱讀英文文件加分 ,30人以上應徵,121.5427093,25.0792018
1a2x6bl6ec,70e6j,數據主管,"年薪1,800,000~2,500,000元",1800000,2500000,專案管理主管/軟體專案主管/軟體相關專案管理師,1、分析業務部門實際需求，規劃、推進公司數據平臺的建設及維護。/2、全方面分析客戶端數據，對產品改進提供數據支持。/3、通過數據挖掘和統計報表，提升業務部門運營數據的透明度，提升運營效率。/4、熟練運用各種內外部數據統計工具，快速響應各個部門的數據需求。/5、整理、提煉已有的數據報告，發現數據變化，進行深度專題分析，形成結論，撰寫報告。/6、負責公司數據產品的設計及開發實施，並保證業務目標的實現；深入研究運營數據，結合現有公司平臺的業務需求並進行產品設計；與業務部門進行業務需求溝通，並整理出相應的需求和流程文檔，確定開發目標—數據產品開發。,1人,3年以上,專科以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,1、通訊工程、電子、計算機、工業自動化相關科系畢業尤佳。 2、具備英語閱讀能力。 3、溝通能力強、邏輯分析能力強、思維縝密，較好的書面表達能力、做事條理性強。 4、有3年以上的工作經驗，具備數據管理和存儲相關項目和系統的開發經驗，具有較豐富的數據分析、挖掘和數據倉庫建模的項目實踐經驗。 5、有從事過大數據相關技術的研發（Hadoop、Hive、Storm等）或 精通JAVA技術者優先。 6、有項目管理經驗者優先。 7、誠實正直、抗壓性強、有團隊合作精神、吃苦、執行力強。,0~5人應徵,121.5748662,25.0219844
1a2x6bkbn6,5x0ln,AI 大數據科學家,待遇面議,0,0,演算法開發工程師/軟體設計工程師/統計學研究員,"1. 運用統計及機器學習等技術，針對客戶需求，研發與實作演算法程式碼
2. 演算法設計、開發與驗證
3. 協助專案研發與新技術的導入。
4. 數據分析、建模等相關工作，並進行模型評估
5. 資料視覺化設計

",1~5人,不拘,專科以上,,None,None,Linux/Github/Python,,"加分項目： 1. 具半導體經驗，了解半導體製程，有處理過良率改善經驗 2. 曾撰寫過 GPU相關程式。 3. 熟MongoDB 4. 熟Apache Spark 5. 熟以下之一：CUDA , CuPy, MPI, OpenMP 6. 熟以下之一：tensorflow, keras, pytorch PS. 誠信、負責、主動積極、有挑戰精神優先錄取 ",11~30人應徵,121.5710135,25.0455053
1a2x6bjpwh,4zlf9,社群數據分析師,"月薪30,000~42,000元",30000,42000,行銷企劃人員/市場調查／市場分析/廣告文案／企劃,敝公司 LnData 目前第五年，進入快速成長的階段，需要各方人才一起來玩！同事有神人工程師、拳擊高手數據分析師、還有超會喝啤酒的資料科學家、虛擬貨幣致富數據暨演算法工程師，很害羞的外國人，歡迎各位一起加入打打鬧鬧！///////////   你將要負責   ///////// //彙整、分析與定期產出各類型數位媒體監測資料或社群報告/依據不同客戶性質、需求及資源，釐清問題並提出具體有效的建議，解決客戶的問題，維繫良好的客戶關係/提供客戶公司相關產品的解說與訓練/參與執行數據或社群相關的客製化專案，向客戶簡報專案結果與建議/深入理解公司各個產品線的功能和工作原理，獨立解答客戶對各個產品的諮詢///////////   我們希望你具備   ///////////主修為資訊、媒體、行銷、統計等相關科系/具1年以上媒體代理商、資料分析、網站分析相關工作經驗為佳/能運用R或Python進行數據分析或具備相關分析經驗者為佳/對數位產業有熱情並具備相關知識/個性細心，有強烈的好奇心、具優異的邏輯思考、溝通表達與寫作能力/良好的服務意識和團隊合作精神，學習能力強，有責任心/熟悉MS Office與現今常用網站與廣告流量分析平台與軟體為佳/優秀的英文聽說讀寫能力，能以英文進行完整報告書寫與簡報者為佳///////////   為什麼加入 LnData 麟數據科技股份有限公司   ///////////如果你對大數據研究及發展充滿熱情/如果你可以接受學習不同領域技能的工作/如果你喜歡一個有挑戰性的工作創造自己未來的可能/LnData 提供你一個良好的發展空間，還配有一台 Apple 筆電！/我們非常歡迎你的加入！,1~2人,不拘,大學、碩士,,英文,聽 /精通、說 /精通、讀 /精通、寫 /精通,Excel/PowerPoint/Word,,,6~10人應徵,121.5251308,25.0273439
1a2x6bl7o5,6yaz0,企業輿情大數據分析師,"月薪30,000~45,000元",30000,45000,市場調查／市場分析/品牌宣傳及媒體公關人員／主管/產品企劃開發人員,"1.應用網路輿情大數據，研究企業輿情的變化。
2.使用輿情系統進行網路大數據資料混搭，從數據中解讀企業面臨的風險與機會。
3.熟悉主要網路新聞、論壇、社群、影音平台，平時是社群媒介重度涉入者。
4.對產業競爭環境、上下游關係、供應商關係等商業策略議題有基礎認識。
5.邏輯清楚，思考細膩，具備企劃提案和報告解說能力。
6.需要和客戶面對面溝通，屬於顧問式工作類型。
7.個性外向、熱情，經常保持愉快笑臉。
8.具備統計和行銷領域知識比較容易上手。
",1人,1年以上,碩士以上,統計學相關/企業管理相關/大眾傳播學相關,None,None,,統計軟體操作/市場調查資料分析與報告撰寫, ,11~30人應徵,121.5486774,25.0580197
1a2x6bjjhc,5o7vg,Web Crawler數據解析工程師,待遇面議,0,0,Internet程式設計師/軟體設計工程師/網頁設計師,本職務熟悉資料擷取和解析技術，從結構化和非結構化的資料中提取資訊：/1.熟悉linux與docker環境，具有python開發經驗，熟悉一套網路爬蟲框架(如scrapy)；/2.設計爬蟲策略、程式和規則，提升網頁抓取的效率和品質； /3.網站資料數據分析//加分條件： /- 熟悉 Git flow 開發流程/- 曾用過自動化測試工具/- 曾用過自動化部署工具/-  熟悉容器調度工具如Docker Swarm ,2~3人,1年以上,大學、碩士,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,Linux/OOP/Python/HTML/JavaScript/XML/jQuery/CSS,軟體工程系統開發/軟體品質與保證/網路資料傳輸/功能測試(function test)/問題追蹤處理(Bug tracking)/軟體整合測試/網頁語法撰寫,1. 主動學習， 追求卓越， 2. 良好的溝通能力，喜愛團隊合作，  3. 主動改善產品與平台的熱誠  4. 對各種可能性充滿好奇並付於行動。,6~10人應徵,121.5325398,25.0579434
1a2x6bl6ec,6ys0g,數據分析師,"月薪60,000~100,000元",60000,100000,市場調查／市場分析/統計學研究員/統計精算人員,數據清洗、數據建模、數據分析、趨勢預測。 ,2人,3年以上,專科以上,,None,None,,,1. 深度熟悉Excel操作，熟練掌握SPSS\R語言\Python建模能力尤佳。 2. 精通統計理論相關知識，並有數據分析實際經驗尤佳。,30人以上應徵,121.5748662,25.0219844
13y0k0m0,6ms3b,數據分析師,待遇面議,0,0,行銷企劃人員/網站行銷企劃/其他專案管理師,製作統計分析報表/負責大數據相關專案之規劃與推動//,1人,2年以上,大學以上,數理統計相關/資訊工程相關/其他數學及電算機科學相關,None,None,,,熟java佳 熟數據管理類：Tableau、Qlikview 、powerbi佳 具銀行金融業及其他產業客群分析或數據分析等經驗優佳 個性主動積極，抗壓性高，溝通技巧佳，團隊配合度高,11~30人應徵,121.577447,25.0581899
1a2x6bl676,740ev,數據分析師,待遇面議,0,0,統計精算人員/軟體設計工程師/資料庫管理人員,"1. 資料倉儲管理與數據中心建置。
2. 根據市場與客戶所需, 提供數據分析結果。
3. 針對需求可提出解決方案與技術可行性評估 。
4. 營運上相關數據分析, 如會員行為模式分析，提出分群描述及預測模型。
5. 撰寫機率模組演算程式。
6. 熟悉數據管理、可視化及產出報告。
",1人,3年以上,專科以上,,None,None,Python/R/ETL/MS SQL/MySQL,,1.	相關經驗三年以上 2.	熟悉數據平台的整體搭建  3.	熟練使用 SQL / R / Python / Excel等工具與ETL設計  (R 或 Python擇一) 4.	資料庫設計經驗 5.	具備團隊合作精神、責任感強、溝通能力良好 ,30人以上應徵,121.5437825,25.0456173
1a2x6bkddo,742af,數據工程師,待遇面議,0,0,演算法開發工程師/資料庫管理人員/其他資訊專業人員,"以量化觀點洞悉人類行為是我們的核心信念。

在這份工作你能同時處理大量客戶及金融資料，協助數據分析師將其轉化為有用的分析或預測模型，並完成資料到模型之自動化佈署、上線。

歡迎對數據分析有極大興趣，想從資料開始逐步打造自身實力之潛力之星！

【工作內容】
1.	與後端合作進行資料導入準備、Data Mart共同設計及維護
2.	數據介接、處理，建立並維護模型所需之Data pipeline
3.	機器學習模型建置，包含數據清洗、特徵工程、模型校正
4.	數據工程的自動化、監控、模型佈署及版本控管
5.	數據服務API、數據應用開發建置

",1人,1年以上,大學以上,工業工程相關/資訊工程相關,None,None,,,"必備技能： 1.	熟悉金融商品對投資理財有高度熱忱興趣，具個人金融商品業務經驗尤佳。 2.	熟悉Linux環境、熟悉至少一種 Python 後端框架，如 Django，Flask 3.	熟悉 Http 通訊協定， RESTful API 開發標準 4.	具Hadoop、Spark、Docker經驗為佳。 5.	具大數據 ETL 與排程管理維護經驗Machine Learning/Deep Learning基礎知識 6.	熟悉office工具(Excel、PowerPoint、Word) 7.	認真、積極、負責、良好的溝通協調及邏輯思考能力。 -------------------------------------- 加分技能： 1.	開發自動化報表經驗，具有 Airflow 使用經驗尤佳 2.	基本 Hadoop 及相關 Eco-system 知識，如 Spark, Yarn, Hive 3.	R程式語言能力",11~30人應徵,121.6152597,25.0588446
13qu7sqo,6woer,數據工程師,"月薪32,500元以上",32500,9999999,演算法開發工程師/統計學研究員/應用科學研究員,"1. 數據介接、清洗、處理及加工
2. 利用機器學習、深度學習或統計分析模型等技術建置模型及調參
3. 配合數位產品發展目標，開發可落地實用之模型及演算法",1人,1年以上,大學以上,,英文,聽 /中等、說 /中等、讀 /中等、寫 /中等,,,擅長工具：     1. Python     2. SQL     3. Tensorflow 1. 具 Javascipt 或 Hadoop 能力者加分。 2. 具時間序列分析、自然語言處理、社群網絡分析或其他數據分析或演算法技術開發與實作經驗者優先。 3. 具深度學習模型建構與 Kaggle 實戰經驗者尤佳。,11~30人應徵,121.5382629,25.0516952
1a2x6bkvhu,6mnfq,數據工程師,"月薪38,000~88,000元",38000,88000,統計學研究員/演算法開發工程師/資料庫管理人員,工作內容/(1).	分析前的數據清洗、處理、特徵探索萃取、以及統計、機器/深度學習模型的建立與參數優化。/(2).	針對公司平台數據內容，建立各類分析數據指標模型、發掘問題，並提供各部門營運上分析觀察與建議。/(3).	撰寫數據分析提案與分析報告，並執行各類數據分析專案。/(上班地點 : 2020年9月後，會是在內湖科學園區內),2~4人,1年以上,大學以上,數理統計相關/資訊工程相關/其他數學及電算機科學相關,None,None,Python/PL/SQL/Power BI​,文書處理╱排版能力/提案與簡報技巧/統計軟體操作/調查樣本統計分析/文書處理軟體操作/簡報軟體操作,=擅長工具= R、Python、SQL、MongoDB、Julia、NoSQL 、Power  BI  =其他條件= (1).	通統計理論相關知識，並有數據分析實際經驗。 (2).	熟智慧物聯、智慧零售和金融科技產業者佳。 (3).	熟深度學習的框架，如TensoFlow或Pytorch之其中一項。 (4).	懂Power BI的使用佳。 (5).	熟資料庫佳，如SQL、NoSQL。 (6).	喜歡主動閱讀國內外AI或大數據分析相關的論文、專利或相關新知者佳。 (7).	對文字探勘、NLP模型建立有興趣者佳。,30人以上應徵,121.5737104,25.0770306
1a2x6bkrny,6kssy,數據工程師,"月薪32,000~60,000元",32000,60000,統計精算人員/軟體設計工程師/其他資訊專業人員,***應徵時請附上作品集、文案、自傳、證照等加分文件*** /1.	需求分析及規劃資料萃取、資料轉置、資料清理 /2.	數據分析、資訊視覺化、說明分析結果、提出建議及後續成效評估/3.	雲端儲存設備、雲端資料庫及分析系統建置與基本維護/,2人,不拘,碩士以上,統計學相關/資訊管理相關/資訊工程相關,英文,聽 /略懂、說 /略懂、讀 /略懂、寫 /略懂,Python/R/MySQL/Excel/PowerPoint,軟體程式設計/Machine Learning/資料庫系統管理維護/資料庫程式設計/資料庫軟體應用,若是有以下經驗能力者，歡迎您在履歷中、或面試時展現  1.	具有資料圖表開發能力(至少具備一項) A.	Tableau B.	PowerBi C.	Jupyter Notebook D.	Google Data Studio E.	R F.	SAS G.	其他圖表儀表板開發語言或工具  2.	具撰寫腳本程式，及使用其他類型資料庫，穩定產出數據能力 A.	Shell Script B.	Mongo DB/Hadoop 等 C.	GCP 雲端平台使用經驗  3.	有統計分析或大數據資料、人工智慧等比賽經驗。(請附上比賽日期、比賽名稱或自定義主題名稱及比賽結果)  履歷加分條件: 1.	在學期間成績單 (大學以上)  2.	大學專題、碩士論文、已發表的期刊或會議論文  3.	應試者自行準備的分析報告 (主題不拘，紙本或應試當日簡報皆可)  4.	比賽經驗與Web筆記分享(e.g. Kaggle kernel)等 ,0~5人應徵,120.623867,24.1743279
1a2x6bl6ec,6ysg4,數據運營專員,"月薪40,000~70,000元",40000,70000,市場調查／市場分析,1. 做好數據監控，對平臺下的遊戲數據進行即時監控和分析，及時發現並解決刷分問題/2. 熟悉平臺遊戲各項數據，及時解決各類遊戲數據方面的異常問題，解答用戶和代理商戶的疑問/3. 對玩家行為進行調研分析，深挖用戶心理與行為，歸納遊戲調整方向/4. 關注用戶的活躍度，基於數據基礎，分析影響用戶活躍度的因素，制定處於不同階段的數據配置調整，提高用戶體驗，以及用戶活躍度/,4人,3年以上,專科以上,,None,None,,,有數據運營相關經驗，能熟練使用Excel,11~30人應徵,121.5748662,25.0219844
154in7zc,6makf,遊戲數據分析師,"月薪40,000~62,000元",40000,62000,市場調查／市場分析/統計學研究員,1. 周期性對遊戲數據進行分析歸因，對未來數據進行預測與建議。/2. 構建遊戲指標體系，如用戶標籤、數據集選取、埋點等，以資料中心思維發展長期資產。/3. 以數據角度推動公司運營決策，輔助研發調優產品。/4. 競品市場資訊情報調研,1人,1年以上,專科以上,數理統計相關/應用數學相關,None,None,Excel,,具備條件： 1. 精通EXCEL 2. 遊戲數據相關經驗1年以上，精通遊戲數據邏輯，手遊經驗優先。 加分條件： 1. 熟博弈手遊 2. 能掌握SQL、SPSS、R、SAS等相關工具,11~30人應徵,121.486167,24.9982759
